,Label,Text
3496,1,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
101,0,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
2043,0,"Me not waking up until 4 in the afternoon, sup"
2848,1,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
5057,0,Goodnight da thangam I really miss u dear.
4221,0,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
4406,0,Dun need to use dial up juz open da browser n surf...
1567,0,I am late. I will be there at
165,1,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
5291,0,Xy trying smth now. U eat already? We havent...
3566,0,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
4272,1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
5489,0,Oh thanks a lot..i already bought 2 eggs ..
1343,0,Yeah I'll try to scrounge something up
2013,0,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
273,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
3860,1,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
71,0,Finished class where are you.
4832,0,Po de :-):):-):-):-). No need job aha.
3788,0,WHORE YOU ARE UNBELIEVABLE.
1087,0,I don't think he has spatula hands!
394,0,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
583,1,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
1367,0,Bbq this sat at mine from 6ish. Ur welcome 2 come
5555,0,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
5379,0,Somebody set up a website where you can play hold em using eve online spacebucks
2548,1,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
1013,0,I dunno they close oredi not... Ü v ma fan...
5456,1,For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk
4471,0,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
3003,0,"Excellent, I'll see what riley's plans are"
5335,0,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
4015,0,"Sorry, I can't text &amp; drive coherently, see you in twenty"
1701,0,Please ask mummy to call father
520,0,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
1763,0,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
1875,1,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
3965,0,"If e timing can, then i go w u lor..."
3344,0,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
2253,0,Den wat will e schedule b lk on sun?
3224,0,Well that must be a pain to catch
526,0,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
2946,0,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
3899,0,Otherwise had part time job na-tuition..
692,0,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
5273,0,Its too late:)but its k.wish you the same.
3633,0,Oooh I got plenty of those!
1050,1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
590,0,"I'm in a meeting, call me later at"
519,0,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
3380,0,Dear umma she called me now :-)
3676,0,Whos this am in class:-)
4593,0,Right it wasnt you who phoned it was someone with a number like yours!
1607,0,Ok no prob... I'll come after lunch then...
3610,0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
5323,0,Aah bless! How's your arm?
1809,0,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
791,0,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
792,0,All e best 4 ur driving tmr :-)
5424,0,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
1855,0,They did't play one day last year know even though they have very good team.. Like india.
1980,0,Shhhhh nobody is supposed to know!
3233,0,Guess he wants alone time. We could just show up and watch when they do..
3598,1,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
933,0,So do you have samus shoulders yet
3963,1,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"
5179,0,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
4026,0, &lt;#&gt;  in mca. But not conform.
4116,0,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
988,0,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
4303,0,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
3453,0,Ugh just got outta class
5093,0,Gokila is talking with you aha:)
3778,1,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
4679,0,It is a good thing I'm now getting the connection to bw
3093,0,"Dear, take care. I am just reaching home.love u a lot."
3155,1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
3201,0,Just curious because my cuz asked what I was up to
4501,0,Nvm take ur time.
1098,0,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
4633,0,"I'm in a meeting, call me later at"
2844,0,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
886,0,Gibbs unsold.mike hussey
5494,0,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
4325,0,I am not having her number sir
515,1,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
5146,0,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
1453,0,"That's good, because I need drugs"
3553,0,Lol u still feeling sick?
3609,0,Pls come quick cant bare this.
2506,0,Congrats kano..whr s the treat maga?
2994,0,So i'm doing a list of buyers.
3999,1,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
5287,0,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
906,0,Hey what's up charles sorry about the late reply.
28,0,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
2507,0,Who u talking about?
2428,0,Do you think i can move  &lt;#&gt;  in a week
762,0,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
3747,0,I'm not. She lip synced with shangela.
284,0,Okie...
686,0,Have you finished work yet? :)
2353,0,Thats cool. How was your day?
4487,0,have * good weekend.
21,0,I‘m going to try for 2 months ha ha only joking
2752,0,Play w computer? Aiyah i tok 2 u lor?
885,0,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
917,0,Was actually about to send you a reminder today. Have a wonderful weekend
1040,0,They just talking thats it de. They wont any other.
1265,0,I will see in half an hour
4827,0,"Haha, just what I was thinkin"
277,0,Tell rob to mack his gf in the theater
2084,0,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
1245,0,Now? I'm going out 4 dinner soon..
2382,0,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"
571,0,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
1435,0,I asked sen to come chennai and search for job.
3902,0,That depends. How would you like to be treated? :)
1247,0,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
3526,0,I not free today i haf 2 pick my parents up tonite...
2514,1,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
1007,1,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
2064,1,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
4405,0,"Sorry, I'll call later  &lt;#&gt; mins"
1690,0,Bring tat cd don forget
4814,0,i can call in  &lt;#&gt;  min if thats ok
1985,1,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
294,0,Are you this much buzy
1547,0,Shant disturb u anymore... Jia you...
2012,0,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
588,0,Pete can you please ring meive hardly gotany credit
3329,0,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
2403,0,Oh oh... Wasted... Den muz chiong on sat n sun liao...
2129,0,Well I'm going to be an aunty!
3998,1,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
5517,0,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
3741,0,No da. . Vijay going to talk in jaya tv
3508,0,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
2719,1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
5077,0,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
5083,0,Aiya we discuss later lar... Pick ü up at 4 is it?
556,0,O. Well uv causes mutations. Sunscreen is like essential thesedays
2469,0,Lol well don't do it without me. We could have a big sale together.
3738,0,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
1716,0,Asking do u knw them or nt? May be ur frnds or classmates?
2604,0,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?
4599,0,I'm stuck in da middle of da row on da right hand side of da lt... 
1704,0,Just taste fish curry :-P
2139,0,K still are you loving me.
3239,0,Good. No swimsuit allowed :)
2383,0,I will reach before ten morning
1285,0,But if she.s drinkin i'm ok.
4751,0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
4981,0,So what u doing today?
3930,0,Yes. Nigh you cant aha.
4222,0,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
1591,0,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
4941,0,Ü go home liao? Ask dad to pick me up at 6...
2162,0,Is she replying. Has boye changed his phone number
2396,0,"Babe, I'm back ... Come back to me ..."
317,0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
5006,0,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
3111,1,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
4036,1,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
795,0,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
3020,0,Wat time do u wan 2 meet me later?
1711,0,"(No promises on when though, haven't even gotten dinner yet)"
3387,0,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
36,0,"Oops, I'll let you know when my roommate's done"
913,0,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
3972,1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
4133,0,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
974,0,what is your account number?
983,1,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
4549,0,Hope you are having a good week. Just checking in
1418,0,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
1560,0,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
4135,0,Is it your yahoo boys that bring in the perf? Or legal.
1355,0,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
5290,0,Dear where you. Call me
987,0,I'm in office now . I will call you  &lt;#&gt;  min:)
2682,0,I'm on da bus going home...
1640,1,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
1290,0,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
3681,0,I cant pick the phone right now. Pls send a message
1380,1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
1933,0,Jus finished avatar nigro
4695,0,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
3160,0,Are you up for the challenge? I know i am :)
2030,0,Thanx but my birthday is over already.
892,0,I am great princess! What are you thinking about me? :)
4069,1,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
2,1,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
2109,1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
849,0,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
2737,0,Really? I crashed out cuddled on my sofa.
2466,0,S.i think he is waste for rr..
1914,0,You want to go? 
1596,0,Pls confirm the time to collect the cheque.
1913,0,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
5253,0,Please tell me not all of my car keys are in your purse
2736,0,I meant middle left or right?
726,0,Got it! It looks scrumptious... daddy wants to eat you all night long!
53,0,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
1796,0,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
3845,0,"Yeah that's what I thought, lemme know if anything's goin on later"
2553,0,"Oh fine, I'll be by tonight"
2800,0,I've told him that i've returned it. That should i re order it.
936,0,Then dun wear jeans lor...
4597,0,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
824,1,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
3401,1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
1389,0,Oh k.i think most of wi and nz players unsold.
3564,1,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
884,0,Dude we should go sup again
1868,0,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
10,0,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
3415,0,No pic. Please re-send.
1463,1,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
806,0,I dled 3d its very imp
4386,1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
4068,1,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
2108,0,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
4711,0,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
5521,0,You are a big chic. Common. Declare
2234,0,Good Morning plz call me sir
963,0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
2632,1,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
704,0,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
431,0,At home watching tv lor.
145,0,Yes see ya not on the dot
2033,0,"Yes, i'm small kid.. And boost is the secret of my energy.."
4680,0,Sry da..jst nw only i came to home..
1165,0,Well. Im computerless. Time to make some oreo truffles
3500,0,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
2050,0,How much is blackberry bold2 in nigeria.
3760,0,"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......"
2624,0,I'm coming home 4 dinner.
4446,0,"2 celebrate my bday, y else?"
4322,0,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
2424,0,Lmao but its so fun...
1262,0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
1771,0,Dont show yourself. How far. Put new pictures up on facebook.
3511,0,I just saw ron burgundy captaining a party boat so yeah
271,0,"Come to mu, we're sorting out our narcotics situation"
244,0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
2032,0,"I noe la... U wana pei bf oso rite... K lor, other days den..."
4409,0,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
813,1,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
3810,0,At the funeral home with Audrey and dad
4529,0,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
1804,0,I'm in class. Did you get my text.
2461,0,i cant talk to you now.i will call when i can.dont keep calling.
545,0,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
3241,0,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
738,1,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
310,0,Where are the garage keys? They aren't on the bookshelf
3521,0,No it will reach by 9 only. She telling she will be there. I dont know
1131,0,Howz pain?hope u r fine..
5482,1,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
4111,0,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
2769,0,I am on the way to ur home
920,0,Dont talk to him ever ok its my word.
3587,1,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
3959,0,So i could kiss and feel you next to me...
38,0,Anything lor... U decide...
4278,0,I'm glad. You are following your dreams.
2983,0,"Tonight? Yeah, I'd be down for that"
5559,0,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
2667,0,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
3223,0,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
1182,0,You flippin your shit yet?
614,0,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
5467,1,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
1466,1,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
3042,0,Aight what time you want me to come up?
934,0,What time you think you'll have it? Need to know when I should be near campus
2419,0,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
5032,0,Hey... Very inconvenient for your sis a not huh?
4518,0,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
826,0,Hmm .. Bits and pieces lol ... *sighs* ...
1521,1,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
2930,0,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx
4232,0,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
628,0,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
3853,0,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
390,0,Yup having my lunch buffet now.. U eat already?
4345,0,Hi:)did you asked to waheeda fathima about leave?
5430,0,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
3990,0,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
400,0,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
3359,0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
46,0,Didn't you get hep b immunisation in nigeria.
5346,0,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
5485,0,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
3642,1,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"
3726,0,Nothing spl..wat abt u and whr ru?
5409,0,There is a first time for everything :)
2421,0,Oic... Then better quickly go bathe n settle down...
1750,0,DO NOT B LATE LOVE MUM
5387,0,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
4564,0,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
4062,0,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
338,0,Just sleeping..and surfing
215,0,Sounds great! Are you home now?
3663,0,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? "
1341,0,Might ax well im there.
5100,0,"Aight, call me once you're close"
3894,0,Have you heard from this week?
3640,0,Wat's da model num of ur phone?
329,0,"Cool, text me when you're parked"
3004,0,I will see in half an hour
5327,0,Wishing you a wonderful week.
3115,0,Yes watching footie but worried we're going to blow it - Phil Neville?
5570,0,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
2322,0,Ok...
4197,0,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
3549,0,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
1458,1,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA
171,0,"Sir, I need AXIS BANK account no and bank address."
4203,0,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
4670,0,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
3569,0,Sent me de webadres for geting salary slip
4226,0,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night...."
4547,0,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
5117,0,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
938,0,K:)k.are you in college?
60,0,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
1240,0,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
4660,0,I cant pick the phone right now. Pls send a message
2120,0,I hope you know I'm still mad at you.
1524,0,Yup ok thanx...
153,0,Ok... Ur typical reply...
481,0,"Almost there, see u in a sec"
3920,0,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
1762,0,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
750,0,By monday next week. Give me the full gist
1785,0,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
2711,1,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
4507,0,When are you guys leaving?
4193,0,&lt;#&gt;  w jetton ave if you forgot
1333,0,It's ok lar. U sleep early too... Nite...
4962,0,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
2854,0,I doubt you could handle 5 times per night in any case...
